ec2_count,ec2_total_memory,ec2_total_vcpu,rds_count,rds_total_memory,rds_multi_az,ebs_volume_count,ebs_total_gb,s3_bucket_count,s3_total_gb,has_nat_gateway,has_load_balancer,total_resources,monthly_cost
10,252.5,58,2,20.0,0,2,645,2,7895,1,0,17,2821.18
1,64.0,16,5,104.0,1,4,1421,3,26581,0,0,13,3691.9
9,124.0,32,2,64.0,0,9,4959,0,0,0,0,20,2933.3
2,40.0,10,0,0.0,1,0,0,2,8062,0,0,4,542.95
10,185.0,42,5,62.0,0,16,7973,2,6717,1,0,34,3733.47
2,20.0,4,5,32.0,0,3,585,4,11956,1,1,16,1312.96
10,187.5,58,4,100.0,0,4,1534,4,11104,1,1,24,3951.55
3,76.0,22,3,6.0,1,2,762,8,51154,0,0,16,2077.09
6,108.0,30,2,36.0,0,10,5961,4,12242,1,0,23,2861.67
2,34.0,6,3,18.0,0,7,2575,1,6824,1,0,14,1228.16
1,4.0,2,2,10.0,0,15,7943,4,20314,0,0,22,2652.03
6,57.5,20,4,64.0,1,0,0,3,14159,0,0,13,2178.83
4,114.0,30,0,0.0,0,4,2120,4,28231,1,0,13,2129.09
1,1.0,2,4,66.0,0,10,2780,5,16537,0,1,21,1773.25
7,81.0,22,2,20.0,1,8,5544,5,21009,1,1,24,2882.37
3,112.0,24,0,0.0,0,0,0,6,31658,1,0,10,1648.32
3,56.0,14,5,140.0,1,15,6509,6,43586,1,1,31,5184.73
1,32.0,8,2,64.0,1,10,5037,0,0,0,1,14,2567.11
1,4.0,2,0,0.0,0,0,0,7,33989,0,1,9,805.4
0,0.0,0,2,72.0,0,0,0,5,18021,1,1,9,1091.64
6,114.5,32,2,66.0,1,17,10731,5,38426,1,1,32,5552.86
8,228.0,40,2,40.0,0,20,10512,6,41459,1,1,38,4949.93
4,53.0,16,3,50.0,1,20,10047,9,68921,0,1,37,4403.69
1,16.0,4,0,0.0,0,8,3889,2,17816,0,0,11,830.56
2,32.0,10,0,0.0,1,10,4840,10,50251,1,1,24,2908.2
1,16.0,4,2,5.0,0,19,11047,5,20606,1,1,29,2581.08
7,128.5,36,1,1.0,0,16,8016,1,2237,0,1,26,3052.21
4,32.5,12,5,19.0,1,17,9073,9,35985,0,0,35,3424.51
10,188.5,56,5,122.0,0,10,4715,9,56108,0,1,35,4517.4
10,196.0,46,1,32.0,1,16,6542,7,41346,0,0,34,4011.88
5,60.5,16,3,129.0,0,3,1516,4,29964,0,0,15,2663.58
4,49.0,18,4,27.0,1,20,10127,3,21432,0,1,32,4791.93
0,0.0,0,2,68.0,0,5,2894,3,17547,0,1,11,1312.1
4,56.5,14,2,6.0,1,7,2814,1,5397,1,1,16,1250.42
7,69.0,24,3,144.0,1,1,850,1,5634,0,0,12,3219.5
6,120.0,20,0,0.0,0,19,10606,4,15935,1,0,30,3304.56
7,122.5,42,4,132.0,1,1,713,10,48195,0,1,23,4476.58
1,8.0,2,5,77.0,0,4,1591,2,16665,0,0,12,1461.53
1,4.0,2,5,84.0,0,3,698,8,32062,1,0,18,2373.65
5,64.0,18,0,0.0,1,2,1158,5,22116,0,0,12,1213.21
3,36.0,12,4,92.0,1,17,8682,4,13039,1,0,29,4814.26
1,8.0,4,0,0.0,0,2,514,0,0,0,0,3,564.59
3,17.5,12,0,0.0,1,4,2281,6,42952,1,1,15,2005.83
9,153.5,40,4,21.0,1,20,10159,8,41401,1,1,43,5157.78
1,8.0,2,5,132.0,0,3,732,2,5923,1,1,13,1808.5
6,72.0,16,1,64.0,0,20,10870,5,21387,0,1,33,3970.79
3,48.5,18,0,0.0,0,3,1781,10,53930,0,0,16,2008.94
2,48.0,8,1,32.0,0,0,0,0,0,1,1,5,837.51
8,106.0,28,1,8.0,1,11,5570,10,67398,0,0,30,3151.0
0,0.0,0,4,80.0,0,5,1947,3,17952,0,1,13,1482.21
3,34.0,8,3,44.0,1,13,7668,1,4818,0,0,20,2883.61
3,64.0,14,0,0.0,0,4,1188,8,27725,0,1,16,1221.12
7,67.0,22,1,8.0,0,7,2036,2,10663,0,1,18,1482.19
6,77.0,24,1,32.0,0,17,8612,4,20865,0,1,29,4556.09
5,84.5,22,5,85.0,1,7,4092,6,22190,1,0,24,4013.02
2,36.0,6,1,64.0,1,10,4587,6,24260,0,1,20,3613.91
2,24.0,6,2,34.0,0,17,9941,9,59497,0,0,30,4237.31
6,78.0,22,3,21.0,0,16,9577,6,37132,0,0,31,2790.47
7,236.5,50,0,0.0,1,10,5296,5,20339,1,1,24,3339.18
3,82.0,18,4,39.0,1,5,2888,9,37632,0,1,22,3040.85
8,202.5,46,5,55.0,1,16,6750,6,40858,0,1,36,4587.16
7,130.5,22,2,20.0,1,18,9507,7,25327,0,0,34,3356.2
4,152.0,34,1,32.0,0,6,2819,2,17906,1,1,15,2980.33
5,41.0,14,5,153.0,1,0,0,8,25446,0,1,19,3611.82
10,101.5,36,0,0.0,1,0,0,6,31340,0,0,16,1654.86
7,149.0,44,5,57.0,0,13,5885,2,16275,1,1,29,3714.72
4,136.0,26,1,8.0,0,8,4152,4,17634,1,1,19,2764.96
3,136.0,26,5,104.0,0,5,2585,6,28377,0,0,19,3503.59
5,23.5,16,1,16.0,0,20,11603,7,45149,0,0,33,3655.96
3,32.0,12,3,112.0,0,11,5389,3,14247,0,1,21,2872.16
8,192.0,50,3,81.0,1,18,10870,10,54634,0,1,40,6632.97
9,249.0,56,5,96.0,0,2,423,5,30257,1,0,22,3937.48
1,8.0,4,2,40.0,1,14,7413,10,62781,0,0,27,4013.62
2,10.0,6,5,85.0,1,11,5478,10,51148,0,1,29,3527.84
10,219.5,50,1,1.0,1,0,0,9,29666,0,1,21,2236.94
1,16.0,4,0,0.0,0,16,6629,6,26008,0,0,23,2991.13
7,107.0,32,3,28.0,0,0,0,9,51068,0,1,20,2221.38
3,41.0,12,3,13.0,1,11,5634,5,28834,0,0,22,2031.46
10,230.0,56,4,52.0,1,6,3747,3,22580,1,1,25,4519.25
3,65.0,14,4,34.0,1,5,2795,8,38065,0,1,21,2522.68
10,143.0,36,1,16.0,1,20,6949,2,12990,1,0,34,3696.21
0,0.0,0,5,43.0,1,5,2501,7,40456,1,0,18,1920.84
4,101.0,28,5,58.0,0,2,1420,0,0,1,1,13,1954.67
4,160.0,32,4,88.0,1,15,5663,10,50645,0,0,33,6533.9
4,53.0,20,3,32.0,1,14,7942,8,31626,1,0,30,3088.93
7,112.5,34,5,101.0,1,9,5961,1,3753,1,1,24,4316.03
6,128.0,24,5,160.0,0,14,6752,3,19535,1,1,30,3751.09
10,271.0,60,1,16.0,1,18,10663,0,0,0,0,29,5241.43
7,231.0,46,4,90.0,0,5,2633,8,28622,0,1,25,3711.84
6,113.5,36,2,9.0,1,9,4156,8,53377,0,1,26,3214.53
7,61.5,32,0,0.0,0,10,5954,4,33509,1,0,22,2653.09
2,32.0,8,4,133.0,0,7,5216,6,22752,0,1,20,3016.83
1,16.0,4,3,42.0,0,18,11071,5,14076,0,1,28,2920.91
3,128.0,16,3,32.0,0,20,7440,5,20561,1,0,32,3561.18
9,93.5,24,5,144.0,0,2,118,1,2320,1,0,18,2459.89
9,100.5,34,0,0.0,0,2,776,8,33650,1,0,20,1747.54
10,270.0,46,5,45.0,1,1,935,9,50313,0,0,25,3766.15
6,176.0,34,3,56.0,0,12,5902,10,48402,1,0,32,5143.34
6,66.0,20,3,18.0,0,2,1753,4,21601,0,1,16,1474.89
4,44.0,14,1,8.0,0,11,4945,10,60217,0,1,27,2459.57
7,139.0,32,4,22.0,0,1,683,2,5100,1,1,16,1792.5
1,4.0,2,4,48.0,1,15,5304,0,0,1,1,22,2343.91
8,61.5,22,0,0.0,0,15,8801,7,34782,0,0,30,2957.04
9,116.5,28,0,0.0,0,12,6952,0,0,1,1,23,3071.57
8,164.5,44,2,18.0,1,2,703,0,0,1,1,14,2098.31
0,0.0,0,4,58.0,0,18,9109,10,56466,1,1,34,4047.03
2,24.0,12,3,37.0,1,0,0,9,41527,1,1,16,1955.23
8,153.0,28,5,54.0,1,11,5805,3,14658,1,1,29,3976.53
1,64.0,16,3,66.0,1,19,11590,4,22512,0,0,27,4410.46
4,144.0,32,5,82.0,1,4,2112,4,8860,0,0,17,3333.98
10,107.5,36,3,82.0,1,3,1631,2,10667,1,0,19,2647.89
4,42.0,10,2,17.0,0,8,3205,0,0,0,0,14,1539.87
10,212.0,50,0,0.0,0,8,2863,4,18617,1,1,24,2901.25
3,41.0,14,0,0.0,0,15,6818,3,11571,1,0,22,2136.34
3,64.0,18,3,28.0,0,18,9895,6,32084,0,1,31,3610.91
6,90.5,20,2,40.0,0,18,9433,6,31951,1,1,34,3400.52
7,142.0,26,2,12.0,0,17,8234,0,0,1,1,28,3550.5
10,308.0,56,0,0.0,1,7,3184,8,33034,0,1,26,3532.7
2,68.0,10,0,0.0,0,10,4450,1,3162,0,0,13,1171.54
6,52.0,20,5,98.0,1,10,3305,9,56225,1,0,31,4231.81
6,54.0,16,3,25.0,0,16,8212,7,28965,0,1,33,3307.87
8,101.0,32,4,162.0,1,3,1626,6,32556,1,1,23,4606.96
0,0.0,0,4,105.0,0,9,5573,6,31077,1,1,21,2498.46
2,48.0,10,4,80.0,0,20,8689,4,33337,0,0,30,3366.72
6,212.0,46,2,24.0,0,7,4919,0,0,1,0,16,2648.97
0,0.0,0,0,0.0,0,5,3298,9,47885,0,1,15,1546.49
2,10.0,4,2,40.0,1,3,1255,7,41796,0,0,14,1955.07
4,128.5,34,5,73.0,1,1,58,9,42594,1,1,21,3592.92
8,73.0,24,2,36.0,1,9,4426,3,13647,0,1,23,3380.74
7,204.0,42,1,32.0,0,6,3830,1,6205,0,0,15,2572.13
6,93.0,28,1,16.0,1,9,4470,6,26673,1,1,24,2657.84
9,201.5,42,5,46.0,1,6,2198,2,3636,0,1,23,2758.51
5,117.0,24,3,25.0,1,9,3272,0,0,0,1,18,1999.52
5,113.0,26,4,28.0,0,14,7786,8,36686,1,0,32,3459.62
2,5.0,4,0,0.0,0,19,11286,0,0,0,1,22,3014.41
4,72.0,18,2,32.0,1,17,7534,9,42027,0,0,32,2916.71
2,10.0,6,5,86.0,0,20,11178,7,31399,1,0,35,4596.07
1,4.0,2,3,32.0,0,3,884,2,4157,0,1,10,895.61
10,139.0,28,2,18.0,1,2,802,5,23907,1,0,20,2165.42
3,96.0,20,2,32.0,0,18,10012,3,12331,0,1,27,3664.71
1,16.0,4,1,8.0,1,11,5597,6,41444,1,1,21,2634.17
0,0.0,0,0,0.0,0,6,2652,4,12225,0,0,10,883.72
8,85.0,34,5,45.0,0,5,1512,6,31511,1,1,26,2659.89
3,28.0,8,5,73.0,0,0,0,0,0,0,1,9,964.29
8,113.5,34,1,2.0,1,2,1614,3,18425,1,0,15,1977.91
7,46.0,22,3,36.0,0,20,10014,6,45328,1,1,38,3832.47
2,96.0,20,5,11.0,1,18,9007,4,20426,1,1,31,3401.76
3,48.5,8,3,17.0,1,3,2224,6,38909,0,1,16,1734.42
5,49.0,18,2,20.0,1,0,0,6,27394,1,1,15,1724.76
4,82.0,16,3,41.0,0,2,692,2,19208,0,0,11,1479.49
5,129.0,34,3,44.0,1,8,5001,5,19107,0,1,22,3385.16
4,52.0,12,5,99.0,1,3,1396,2,9329,1,1,16,3567.92
5,60.5,22,3,72.0,0,18,9536,2,5932,1,1,30,4343.72
1,64.0,16,0,0.0,1,0,0,1,1422,0,0,2,590.64
7,140.0,30,4,100.0,0,18,10495,9,55282,1,0,39,5732.0
3,36.0,8,4,60.0,1,0,0,9,33657,0,1,17,2106.3
0,0.0,0,2,20.0,1,6,2651,10,53992,0,0,18,2831.98
2,34.0,10,3,52.0,0,12,7302,2,10810,1,1,21,3030.88
4,43.0,14,1,16.0,0,4,1506,1,2230,0,0,10,1125.89
5,18.5,10,3,52.0,0,8,3470,4,23554,0,1,21,2085.1
4,64.0,16,2,96.0,0,1,991,1,285,1,1,10,1730.38
2,24.0,10,1,8.0,1,2,951,2,2464,0,0,7,878.11
9,244.0,54,5,192.0,0,0,0,3,16490,0,1,18,4047.46
7,77.0,26,3,41.0,1,12,7121,4,22327,0,1,27,4021.99
1,32.0,8,0,0.0,0,6,3324,5,28780,0,0,12,1074.09
6,104.0,26,0,0.0,0,15,8830,2,11868,1,0,24,2900.96
4,7.5,8,3,44.0,1,5,2496,9,41135,1,0,22,2364.39
9,107.0,24,1,32.0,0,7,3800,2,17091,0,0,19,2695.64
7,156.0,34,4,20.0,0,1,248,3,17380,1,0,16,1929.37
8,93.5,22,4,120.0,0,8,3912,7,47061,0,0,27,3359.27
2,17.0,6,5,60.0,1,20,8729,8,43623,1,1,37,4193.66
1,16.0,2,0,0.0,0,11,5435,4,33630,0,0,16,2176.68
3,11.0,6,0,0.0,1,3,402,3,19920,0,0,9,836.21
3,32.5,10,4,50.0,1,3,1005,5,38197,0,0,15,2508.48
3,49.0,10,5,132.0,0,1,742,6,18705,1,0,16,2268.89
2,18.0,4,1,1.0,0,9,5819,8,52572,1,0,21,2110.13
9,344.0,58,5,148.0,1,12,6941,0,0,1,1,28,6304.5
6,88.0,26,0,0.0,1,14,8336,2,14059,1,0,23,2467.39
1,16.0,8,0,0.0,0,18,9255,4,9297,0,1,24,2714.2
2,20.0,6,3,10.0,1,18,10359,1,5191,0,1,25,2256.01
9,174.0,44,1,64.0,0,15,5311,9,45144,0,1,35,4655.65
2,40.0,12,4,84.0,1,14,8604,10,57757,1,0,31,5211.39
9,170.0,28,4,75.0,0,11,7462,1,3266,0,0,25,2914.55
2,17.0,6,3,104.0,0,2,839,2,14348,1,1,11,1852.14
9,217.0,46,5,76.0,1,3,1849,1,900,1,1,20,3784.29
4,41.0,12,1,32.0,0,20,9492,3,20148,1,1,30,3702.58
7,177.5,36,5,65.0,0,11,7210,2,9974,0,0,25,3313.36
2,32.0,12,1,16.0,1,0,0,8,36627,0,1,12,1431.86
3,72.5,20,5,108.0,0,6,3252,5,31481,0,0,19,2936.18
1,8.0,2,5,146.0,1,2,625,5,29775,0,0,13,4039.31
7,96.5,24,1,64.0,1,1,357,9,40888,1,0,19,3076.86
6,82.5,28,3,76.0,1,20,10962,1,785,1,0,31,3982.63
6,142.0,38,1,32.0,0,14,5460,6,31271,1,1,29,3060.31
7,92.5,20,0,0.0,0,20,8495,4,21354,0,0,31,3872.66
10,93.0,24,1,16.0,1,15,7382,9,33419,0,0,35,2798.53
10,143.0,50,1,16.0,0,19,9710,4,20941,0,1,35,3987.18
3,160.0,32,5,37.0,1,7,2644,8,36958,1,1,25,3088.06
0,0.0,0,5,47.0,1,18,9024,0,0,0,1,24,2150.6
7,147.5,32,5,75.0,0,4,2633,9,32398,0,0,25,3253.16
2,72.0,12,3,132.0,0,9,3615,9,27188,1,1,25,3005.04
9,150.0,44,4,32.0,0,16,7184,9,60980,0,1,39,4616.11
7,97.0,20,5,90.0,1,7,4564,8,40752,1,1,29,3865.71
4,108.0,22,1,32.0,1,17,8623,10,39878,0,0,32,3982.56
2,72.0,18,4,44.0,1,1,570,4,22701,1,0,12,2320.62
5,76.0,18,2,64.0,1,7,3262,0,0,0,0,14,2595.64
7,162.5,36,1,64.0,1,20,8902,8,35551,0,1,37,4541.88
0,0.0,0,3,40.0,1,15,7472,6,32535,1,0,25,3537.26
1,8.0,2,4,58.0,1,2,537,4,30159,1,1,13,2130.55
5,164.0,38,0,0.0,1,1,896,10,52289,1,0,17,2587.35
2,18.0,6,0,0.0,0,2,1493,6,33678,1,0,11,1091.57
4,36.0,12,3,48.0,0,3,1333,3,19681,0,0,13,1721.89
10,233.0,54,2,17.0,0,0,0,5,19446,0,1,18,2397.54
5,11.0,10,2,40.0,1,2,744,10,65821,1,0,20,2480.87
5,72.0,14,5,116.0,0,10,5881,5,29873,0,1,26,3379.69
6,170.0,40,0,0.0,0,6,2878,2,2992,0,1,15,2015.29
8,222.0,48,2,16.0,1,11,3349,10,48611,0,1,32,4089.17
6,78.0,26,2,5.0,0,15,4848,2,13372,0,0,25,2714.08
5,120.0,26,4,68.0,1,6,2239,9,37472,0,0,24,3747.71
6,94.0,26,3,42.0,1,19,7846,7,46272,0,0,35,4987.7
9,192.0,58,1,16.0,0,7,4052,7,36338,1,1,26,3922.69
0,0.0,0,1,8.0,0,2,1370,6,34437,1,0,10,966.84
1,16.0,2,0,0.0,0,15,5397,1,5138,1,0,18,1890.84
3,56.0,14,5,77.0,0,5,1731,0,0,1,1,15,1983.47
6,81.0,16,5,114.0,0,16,8077,5,27000,0,1,33,3826.41
6,78.0,26,1,8.0,0,15,6171,7,45060,0,0,29,4246.23
0,0.0,0,1,16.0,0,7,4880,4,14782,1,0,13,1525.56
3,68.0,14,3,20.0,1,18,9601,6,24464,1,0,31,3854.2
10,331.0,64,2,24.0,1,6,1854,6,28020,0,1,25,4362.68
8,109.5,32,4,39.0,0,18,9997,0,0,1,1,32,3877.81
6,58.0,20,2,128.0,1,6,3260,3,22548,1,0,18,3761.3
1,4.0,2,5,193.0,0,2,1826,0,0,1,1,10,1852.56
7,166.0,46,0,0.0,1,6,3219,4,10671,1,0,18,2279.23
1,1.0,2,5,113.0,0,9,4460,4,17427,1,1,21,2319.97
4,40.0,14,4,72.0,0,19,8772,6,25506,0,0,33,2985.12
8,156.0,30,3,25.0,1,8,3786,5,24366,0,1,25,2957.13
0,0.0,0,0,0.0,0,4,2783,4,22885,1,0,9,1191.36
2,12.0,4,0,0.0,1,11,5541,8,37602,0,0,21,2430.82
1,64.0,16,3,72.0,1,5,2954,4,9128,1,1,15,2721.64
4,81.0,18,2,24.0,0,14,6537,3,10838,1,0,24,2996.04
10,151.0,44,0,0.0,0,15,8374,6,31948,0,1,32,3118.47
10,278.0,52,0,0.0,1,10,5850,6,25691,0,1,27,3511.2
7,89.5,24,2,24.0,0,8,4019,4,23439,0,1,22,2170.82
0,0.0,0,0,0.0,1,10,6220,2,14419,0,1,13,2073.61
3,26.0,8,2,20.0,0,20,9669,7,36360,1,1,34,3032.74
5,148.0,42,2,80.0,1,14,7837,8,22225,0,0,29,4703.76
7,152.0,38,1,8.0,1,12,3345,6,32948,0,1,27,2906.92
5,92.5,26,3,28.0,0,18,9791,3,19960,1,0,30,3477.21
8,87.0,28,0,0.0,1,9,4075,1,8641,0,1,19,1293.7
4,112.5,16,1,2.0,0,19,6935,10,41254,0,1,35,3951.9
10,202.5,56,0,0.0,1,19,7795,10,44233,1,0,40,3744.28
0,0.0,0,3,64.0,0,3,1170,2,4437,1,0,9,910.63
3,35.0,12,4,101.0,0,9,5162,7,26003,0,1,24,2648.81
5,73.5,18,4,72.0,1,7,3693,10,51145,1,0,27,4555.46
6,130.0,26,5,89.0,0,0,0,7,36589,0,1,19,2867.41
3,20.5,8,3,36.0,1,2,1503,0,0,0,1,9,959.06
5,124.0,26,3,19.0,1,6,2512,7,40504,0,1,22,2619.47
0,0.0,0,3,72.0,0,14,8245,6,30623,1,1,25,3124.11
9,128.5,30,5,72.0,0,13,7480,0,0,0,1,28,3437.71
2,24.0,12,3,36.0,1,9,6478,2,12340,0,1,17,2090.0
1,4.0,2,4,60.0,0,17,7732,3,3449,0,0,25,2186.42
8,75.0,30,3,96.0,1,2,1625,0,0,1,1,15,3552.78
2,72.0,10,1,2.0,1,2,1723,0,0,0,0,5,711.53
10,114.0,44,3,65.0,1,17,9534,2,12310,0,0,32,5430.87
9,218.5,58,0,0.0,1,4,2871,3,14005,1,0,17,2642.09
1,4.0,2,5,106.0,0,8,4112,2,14112,1,0,17,2398.13
3,96.5,22,2,96.0,1,2,877,1,5067,0,0,8,2683.76
3,20.5,8,2,24.0,0,12,5752,3,10842,1,1,22,2224.47
10,180.5,36,0,0.0,0,9,4510,10,52979,0,1,30,2808.02
1,32.0,8,0,0.0,0,10,5600,3,7984,0,0,14,1545.82
3,74.0,14,0,0.0,0,5,3467,2,11234,0,1,11,1021.49
4,120.0,30,1,1.0,1,8,3771,5,28716,0,0,18,2517.26
6,136.0,32,0,0.0,0,1,289,2,17781,1,1,11,1890.36
9,270.0,48,5,64.0,1,16,5901,8,40892,0,1,39,6042.61
6,120.0,34,0,0.0,1,5,3088,8,46414,1,1,21,3021.85
10,200.0,44,2,16.0,0,4,3063,5,34634,0,0,21,2802.96
6,97.5,20,0,0.0,1,8,1939,5,30748,1,1,21,1885.14
0,0.0,0,3,104.0,0,7,4261,2,15043,0,1,13,2251.85
10,160.5,40,4,56.0,1,15,6036,1,3550,1,1,32,4075.09
1,32.0,4,1,1.0,1,6,4561,2,8936,0,0,10,1178.61
2,40.0,6,3,50.0,0,7,3490,8,56256,0,0,20,2932.85
7,79.0,20,1,8.0,0,16,6426,4,21248,1,0,29,2444.17
1,4.0,2,5,62.0,1,11,4959,7,34711,0,0,24,3054.89
8,159.0,46,0,0.0,0,6,3267,0,0,1,1,16,2413.82
10,266.0,70,0,0.0,0,6,1475,5,17514,1,0,22,3191.04
1,16.0,4,0,0.0,1,7,3390,3,16993,0,0,11,1008.28
8,174.0,34,2,40.0,0,13,5461,1,9562,0,1,25,3269.51
7,140.0,42,0,0.0,0,8,3832,5,30829,1,0,21,3489.63
8,202.5,48,3,22.0,0,10,5140,9,53678,0,0,30,4285.05
6,39.5,14,5,193.0,0,7,1629,9,44175,0,1,28,3252.59
5,148.5,40,5,109.0,0,10,4792,8,36736,1,1,30,4288.75
10,228.5,36,2,80.0,1,9,5794,0,0,1,0,22,3941.98
7,161.0,32,1,32.0,0,18,7376,7,49535,0,1,34,3921.66
9,34.5,20,2,20.0,0,7,3280,10,52692,1,0,29,1941.79
5,21.0,12,0,0.0,1,20,7404,5,25921,1,1,32,3061.22
4,114.0,20,5,86.0,1,10,5116,8,29562,0,0,27,4645.16
1,16.0,4,4,80.0,1,13,6065,7,37486,0,1,26,3063.03
7,114.5,36,5,105.0,0,12,8324,0,0,1,0,25,4305.9
8,177.5,44,4,38.0,1,3,1925,5,20949,0,1,21,2786.23
3,73.0,12,2,36.0,0,3,1507,8,44106,0,1,17,1982.44
7,105.5,36,4,38.0,0,1,801,0,0,1,0,13,1804.85
10,134.0,34,4,48.0,0,20,9160,9,46930,1,1,45,5253.88
7,96.0,26,2,2.0,0,4,1447,3,8686,1,0,17,1663.26
0,0.0,0,1,8.0,0,7,3668,8,51813,1,0,17,2115.0
0,0.0,0,5,85.0,1,6,3455,4,22658,1,0,16,2627.31
10,148.0,48,0,0.0,0,18,9231,6,24723,1,0,35,4398.28
1,16.0,4,4,176.0,0,5,3629,1,4831,0,0,11,2746.57
10,119.5,38,1,8.0,0,14,6096,5,36062,0,0,30,3302.06
3,42.0,12,1,16.0,1,3,1229,2,3931,1,0,10,1348.23
4,32.5,16,0,0.0,0,4,1805,6,30133,1,1,16,1239.89
5,124.0,26,2,128.0,1,20,8931,8,50821,1,0,36,6412.74
3,28.0,10,4,86.0,1,5,1942,2,13521,0,1,15,2752.34
0,0.0,0,5,176.0,0,9,4426,10,54628,1,1,26,3613.08
8,107.0,34,5,112.0,0,8,5570,3,21685,1,1,26,3763.62
9,111.0,28,3,66.0,1,13,6016,6,30729,0,1,32,4162.93
0,0.0,0,4,29.0,1,20,11361,8,49993,0,0,32,3535.01
6,64.0,18,4,56.0,1,17,9580,2,13799,1,0,30,4000.68
0,0.0,0,4,68.0,0,20,12696,6,38291,0,0,30,4136.42
10,168.5,38,5,10.0,1,7,3888,10,53624,1,1,34,3385.31
6,142.0,36,3,50.0,1,0,0,3,18766,1,1,14,2895.13
2,96.0,12,4,44.0,1,12,5312,5,23767,1,0,24,3570.88
0,0.0,0,4,92.0,0,6,1553,7,46115,0,1,18,2306.02
3,84.0,22,2,17.0,1,3,1439,5,17405,0,1,14,1829.87
5,112.0,34,3,48.0,0,3,1629,7,38054,1,0,19,3057.75
4,68.0,16,5,61.0,1,3,2656,10,71200,1,1,24,3698.57
9,218.0,52,4,64.0,0,12,4208,6,31587,0,0,31,3899.78
8,152.0,46,3,88.0,1,13,6482,1,8762,0,1,26,4766.21
10,210.5,60,3,34.0,0,2,968,5,37671,1,0,21,3223.44
7,202.0,44,5,120.0,1,11,5574,5,23130,1,1,30,6745.56
5,118.0,22,1,32.0,1,1,157,4,22294,1,0,12,1722.95
9,164.5,34,4,42.0,0,8,3151,2,10603,0,1,24,2552.29
8,244.0,60,2,40.0,1,8,3052,2,5112,1,0,21,3877.28
4,144.0,36,1,16.0,0,17,10208,2,10353,1,1,26,4448.56
2,64.0,16,0,0.0,0,10,5276,1,2126,0,1,14,1609.96
6,176.0,36,0,0.0,0,1,100,7,31173,0,1,15,2210.3
7,129.5,34,3,37.0,1,20,8376,1,1685,1,1,33,3588.84
1,8.0,2,5,148.0,0,7,3418,9,48072,0,1,23,2644.07
9,217.0,36,3,73.0,1,5,3211,1,3894,1,1,20,2973.41
9,135.0,36,0,0.0,0,9,4797,5,21549,1,0,24,2730.2
2,80.0,12,3,41.0,0,6,1944,0,0,0,1,12,1559.43
1,4.0,2,2,4.0,0,19,8906,10,58697,1,0,33,3115.3
10,337.0,72,3,18.0,0,16,9496,4,16672,0,0,33,4872.38
0,0.0,0,0,0.0,0,18,8986,3,20385,0,0,21,2187.95
4,67.0,16,1,2.0,1,2,1420,1,7691,0,0,8,987.17
9,187.0,50,4,56.0,1,16,7700,8,38881,1,1,39,5339.45
1,0.5,2,2,18.0,0,20,8530,7,45719,0,1,31,3243.89
5,81.0,24,4,65.0,1,13,6132,6,24018,1,0,29,4545.57
1,16.0,8,2,66.0,0,4,2456,7,46639,1,0,15,2135.84
3,48.0,14,1,1.0,0,19,9543,5,19596,1,0,29,2840.88
6,49.0,16,0,0.0,1,20,11496,7,19133,0,0,33,3249.63
7,89.0,24,1,2.0,0,19,8893,3,3949,0,0,30,2564.69
1,4.0,2,2,68.0,1,16,7678,8,40989,1,1,29,3202.31
2,128.0,16,0,0.0,1,12,6119,3,10877,1,0,18,2110.67
3,14.0,8,1,32.0,1,18,9608,10,55655,0,1,33,4883.99
7,94.5,22,0,0.0,1,12,6278,7,25400,0,0,26,2677.19
7,164.5,28,1,32.0,0,12,4756,6,29200,1,1,28,3038.47
10,181.0,50,4,160.0,0,6,3267,2,8621,1,0,23,4317.23
7,186.0,46,1,32.0,1,0,0,2,9511,0,0,10,2311.04
8,156.0,36,3,44.0,1,0,0,7,34479,1,1,20,3281.55
8,112.5,36,4,57.0,0,14,6813,10,48609,0,0,36,3617.1
1,2.0,2,4,72.0,1,12,5198,6,29584,1,0,24,3218.7
7,47.0,18,5,170.0,1,19,8234,6,25943,0,1,38,6137.68
6,174.0,32,3,44.0,1,15,5972,8,37396,0,0,32,4291.8
2,64.5,10,2,48.0,0,9,5167,0,0,0,0,13,2629.75
10,86.5,30,3,34.0,1,12,5645,4,34078,0,1,30,3157.68
6,156.0,34,2,32.0,1,14,6334,7,31408,1,1,31,3879.31
6,81.0,22,4,60.0,1,16,8512,0,0,0,0,26,3649.73
1,32.0,8,0,0.0,0,8,4571,9,55998,1,0,19,3268.01
4,98.5,24,4,104.0,0,18,8353,4,16722,0,0,30,3485.57
5,54.0,12,2,24.0,1,8,4395,2,5886,0,1,18,2248.59
9,234.0,66,5,60.0,0,16,7019,0,0,1,1,32,4204.8
8,234.5,54,5,128.0,1,4,2529,8,35327,0,0,25,6300.47
9,248.5,50,4,83.0,1,18,10050,7,40074,1,0,39,7156.51
5,91.0,18,4,168.0,1,19,9063,2,6251,0,0,30,6198.25
1,2.0,2,0,0.0,0,8,3707,7,38085,0,1,17,1386.69
7,81.5,24,3,50.0,0,2,1198,5,30968,0,1,18,1881.17
2,16.5,4,0,0.0,1,8,4632,0,0,0,0,10,817.64
7,122.0,26,4,22.0,0,11,4504,3,13501,0,1,26,2564.79
6,161.0,32,4,37.0,0,0,0,3,22839,1,1,15,2363.59
